
譯ハ゜ーティーは全滅しました！{0x5}{0x0}{0xf},  0x31d
軸ロール：{0x4}　タ゛イスの目か゛？マークの時、Ａ{0x4}　ホ゛タンを押している長さて゛ロー{0x4}　ルのいきおいか゛変わる。{0xf}{0x1}{0x1}{0x2}副能力値：{0x4}　Ａ〜Ｈまて゛の副能力値は、種族{0x4}　によって特性か゛異なり、ロール{0x4}　後、自動的に算出される。{0xf}{0x1}{0x1}{0x2}人間：{0xe}{0x1}{0x0}{0x3}{0x3}{0x9}Ａ：２Ｄ{0x3}{0xc}{0x9}Ｂ：２Ｄ{0x3}{0x3}{0xa}Ｃ：２Ｄ{0x3}{0xc}{0xa}Ｄ：２Ｄ{0x3}{0x3}{0xb}Ｅ：２Ｄ{0x3}{0xc}{0xb}Ｆ：２Ｄ{0x3}{0x3}{0xc}Ｇ：２Ｄ{0x3}{0xc}{0xc}Ｈ：２Ｄ{0xe}{0x1}{0xf}{0x1}{0x1}{0x2}エルフ：{0xe}{0x1}{0x0}{0x3}{0x3}{0x9}Ａ：１Ｄ＋６{0x3}{0xc}{0x9}Ｂ：１Ｄ＋６{0x3}{0x3}{0xa}Ｃ：１Ｄ＋６{0x3}{0xc}{0xa}Ｄ：１Ｄ＋６{0x3}{0x3}{0xb}Ｅ：１Ｄ{0x3}{0xc}{0xb}Ｆ：１Ｄ／２{0x3}{0x3}{0xc}Ｇ：１Ｄ＋４{0x3}{0xc}{0xc}Ｈ：１Ｄ＋６{0xe}{0x1}{0xf}{0x1}{0x1}{0x2}ト゛ワーフ：{0xe}{0x1}{0x0}{0x3}{0x3}{0x9}Ａ：２Ｄ＋６{0x3}{0xc}{0x9}Ｂ：１Ｄ／２{0x3}{0x3}{0xa}Ｃ：１Ｄ＋４{0x3}{0xc}{0xa}Ｄ：１Ｄ{0x3}{0x3}{0xb}Ｅ：１Ｄ＋４{0x3}{0xc}{0xb}Ｆ：１Ｄ＋６{0x3}{0x3}{0xc}Ｇ：２Ｄ＋４{0x3}{0xc}{0xc}Ｈ：２Ｄ＋４{0xe}{0x1}{0xf}{0x1}{0x1}{0x2}ク゛ラスランナー：{0xe}{0x1}{0x0}{0x3}{0x3}{0x9}Ａ：１Ｄ＋６{0x3}{0xc}{0x9}Ｂ：２Ｄ＋４{0x3}{0x3}{0xa}Ｃ：１Ｄ＋６{0x3}{0xc}{0xa}Ｄ：１Ｄ{0x3}{0x3}{0xb}Ｅ：１Ｄ／２{0x3}{0xc}{0xb}Ｆ：１Ｄ／２{0x3}{0x3}{0xc}Ｇ：２Ｄ＋６{0x3}{0xc}{0xc}Ｈ：２Ｄ＋４{0xe}{0x1}{0xf}{0x1}{0x1}{0x2}ハーフエルフ：{0xe}{0x1}{0x0}{0x3}{0x3}{0x9}Ａ：１Ｄ＋４{0x3}{0xc}{0x9}Ｂ：１Ｄ＋６{0x3}{0x3}{0xa}Ｃ：１Ｄ＋４{0x3}{0xc}{0xa}Ｄ：１Ｄ＋６{0x3}{0x3}{0xb}Ｅ：１Ｄ＋２{0x3}{0xc}{0xb}Ｆ：１Ｄ＋２{0x3}{0x3}{0xc}Ｇ：１Ｄ＋４{0x3}{0xc}{0xc}Ｈ：２Ｄ{0xe}{0x1}{0xf}{0x2}{0x1}{0x1}{0x12}{0x16}{0x2}{0x17}{0x16}{0x2}{0x0}{0x2}{0x0}{0x2}{0x0}{0x2}{0x0}{0x2}{0x0}{0x2}{0x0}{0x2}{0x0}{0x2}{0x0}{0x1}{0x6}{0x1}{0x6}{0x1}{0x6}{0x1}{0x6}{0x1}{0x0}{0x0}{0x0}{0x1}{0x4}{0x1}{0x6}{0x2}{0x6}{0x0}{0x0}{0x1}{0x4}{0x1}{0x0}{0x1}{0x4}{0x1}{0x6}{0x2}{0x4}{0x2}{0x4}{0x1}{0x6}{0x2}{0x4}{0x1}{0x6}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x2}{0x6}{0x2}{0x4}{0x1}{0x4}{0x1}{0x6}{0x1}{0x4}{0x1}{0x6}{0x1}{0x2}{0x1}{0x2}{0x1}{0x4}{0x2}{0x0}{0xe}{0x1}{0x0}{0x6}{0x1e}{0x0}{0x1}{0x4}{0x4}{0xf}{0xe}{0x1}{0x0}{0x6}{0x1e}{0x0}{0x2}{0x2}{0x4}{0xf}{0x3}{0x7}{0x8}{0x9}{0x3}{0xc}{0x8}{0xd}{0x3}{0x10}{0x8}{0x12}{0x3}{0x15}{0x8}{0x16}{0x18}{0x7}{0x18}{0xa},  0x3b39c
／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x3}{0x7}{0x14}{0x6}{0x1e}{0x0}{0x2}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x2}{0x1}{0xe}{0x1}{0x3}{0x2}{0x7}器用度{0x4}敏捷度{0x4}知力{0x4}筋力{0x4}生命力{0x4}精神力{0x4}{0x3}{0x2}{0x14}所持金{0x4}経験点{0x3}{0xd}{0x7}保有技能{0x3}{0xd}{0x14}よろしいて゛すか？{0x3}{0xe}{0x16}はい　　いいえ{0x3}{0xe}{0x11}{0xf}{0x3}{0xd}{0xf}生まれ{0x3}{0xe}{0x11}{0xf},  0x3b4bc
犇蟠,  0x3b4c9
蛮族{0xf}魔法使い{0xf}悪党{0xf}旅人{0xf}狩人{0xf}一般市民{0xf}商人／学者{0xf}傭兵{0xf}司祭{0xf}呪い師{0xf}騎士／貴族{0xf}{0x0},  0x3b521
鳩襍な　　し　　　{0x4}{0xf}ファイター　１{0x4}{0xf}シーフ　　　１{0x4}{0xf}レンシ゛ャー　１{0x4}{0xf}セーシ゛　　　１{0x4}{0xf}ハ゛ート゛　　　１{0x4}{0xf}ソーサラー　１{0x4}{0xf}シャーマン　１{0x4}{0xf}フ゜リースト　１{0x4}{0xf}{0x2}{0x1}{0x1}{0xd}{0x16}{0x2}{0x13}{0x16}{0x0}{0x1}{0x4}{0x7}{0x1}{0x1}{0x3}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0x14}{0x15}{0x1}{0x0}{0x2}技能を上け゛てくた゛さい。{0x1}{0x1}{0x2}{0xe}{0x1}{0x0}ファイター　{0x4}シーフ　　　{0x4}レンシ゛ャー　{0x4}セーシ゛　　{0x4}ハ゛ート゛　　{0x4}ソーサラー　{0x4}シャーマン　{0x4}フ゜リースト　{0x4}{0xe}{0x1}{0x3}{0x4}{0x18}{0x5}{0x2}説明{0x5}{0x0}{0x3}{0xd}{0x18}{0xe}{0x1}{0x0}{0x6}{0x1e}{0x0}{0x2}{0x1}{0xe}{0x1}{0x3}{0xa}{0x7}{0xf}{0x1}{0x9}{0x4}{0x3}{0x7}{0xc}{0x3}{0x9}{0xc}{0x3}{0xb}{0xc}{0x3}{0xd}{0xc}{0x3}{0xf}{0xc}{0x3}{0x11}{0xc}{0x3}{0x13}{0xc}{0x3}{0x15}{0x8}{0x3}{0x18},  0x3b718
査ファイター：{0x4}　筋力値まて゛の武器や防具を装備{0x4}　て゛きる。{0x4}　制約はない。{0xf}{0x1}{0x1}{0x2}シーフ：{0x4}　鍵開けやワナの解除か゛得意。{0x4}　あまり重い武器や防具は装備て゛{0x4}　きない。{0xf}{0x1}{0x1}{0x2}レンシ゛ャー：{0x4}　野外活動のための技能。{0x4}　飛ひ゛道具をあつかう。飛ひ゛道具{0x4}　以外の重装備はて゛きない。{0xf}{0x1}{0x1}{0x2}セーシ゛：{0x4}　すへ゛ての学問に対する総合的な{0x4}　理解や知識か゛ある。{0x4}　制約はない。{0xf}{0x1}{0x1}{0x2}ハ゛ート゛：{0x4}　楽器の演奏や歌唱、見知らぬ土{0x4}　地の情報力か゛ある。楽器を装備{0x4}　すれは゛呪歌か゛歌える。{0xf}{0x1}{0x1}{0x2}ソーサラー：{0x4}　古代語魔法か゛使える。呪文を唱{0x4}　えるにはメイシ゛スタッフを装備{0x4}　していなけれは゛ならない。{0xf}{0x1}{0x1}{0x2}シャーマン：{0x4}　精霊魔法か゛使える。{0x4}　両手か゛ふさか゛っていると呪文を{0x4}　唱えられない。{0xf}{0x1}{0x1}{0x2}フ゜リースト：{0x4}　神聖魔法か゛使える。{0x4}　制約はない。{0xf}{0xe}{0x1}{0x0}　−　　−−−−{0xf}{0x1f}{0xa}{0x7}{0xa}{0x9}{0xa}{0xb}{0xa}{0xd}{0xa}{0xf}{0xa}{0x11}{0xa}{0x13}{0xa}{0x15}{0x14}{0x2}{0x2}{0x14}{0x3}{0x3}{0x14}{0x4}{0x4}{0x14}{0x5}{0x5}{0x18}{0x2}{0x2}{0x18}{0x3}{0x3}{0x18}{0x4}{0x4}{0x18}{0x5}{0x5},  0x3ba43
室信仰神を選択してくた゛さい。{0x1}{0x1}{0x2}{0xe}{0x1}{0x0}ファリス{0x4}マイリー{0x4}ラータ゛{0x4}チャ・サ゛{0x4}マーファ{0x4}{0xe}{0x1}{0x3}{0x4}{0x12}{0x5}{0x2}説明{0x5}{0x0}{0xf}{0x1}{0x6}{0x4}{0x3}{0x7}{0xc}{0x3}{0x9}{0xc}{0x3}{0xb}{0xc}{0x3}{0xd}{0xc}{0x3}{0xf}{0x8}{0x3}{0x12}綾,  0x3bb30
松ファリス：{0x4}　至高神。{0x4}　秩序と正義を重んし゛る。{0x4}　神話時代に暗黒神と戦った。{0xf}{0x1}{0x1}{0x2}マイリー：{0x4}　戦いの神。正義ある戦いは認め{0x4}　るか゛、ひきょうな行いやおくひ゛{0x4}　ょうなふるまいを否定する。{0xf}{0x1}{0x1}{0x2}ラータ゛：{0x4}　知識の神。{0x4}　野蛮な行為をきらい、知的な生{0x4}　き方を教える。{0xf}{0x1}{0x1}{0x2}チャ・サ゛：{0x4}　商売の神。{0x4}　他人に不幸をもたらすような事{0x4}　を禁止している。{0xf}{0x1}{0x1}{0x2}マーファ：{0x4}　大地母神。{0x4}　人か゛人として自然な状態を理想{0x4}　とする。{0xf}{0x0}{0x1}{0x4}{0x7}{0x1}{0x1}{0x3}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0xc}{0x13}{0x1}{0x0}{0x2}呪歌を選択してくた゛さい。{0x1}{0x1}{0x2}{0x3}{0x4}{0x16}{0x5}{0x2}説明{0x5}{0x0}{0xe}{0x1}{0x0}{0x3}{0x4}{0x7}{0xf},  0x3bd1b
モラル{0x4}{0xf}ヒ゜ース{0x4}{0xf}レシ゛スタンス{0x4}{0xf}ララハ゛イ{0x4}{0xf}シンク゛{0x4}{0xf}タ゛ンス{0x4}{0xf}レクイエム{0xf}{0x1}{0x8}{0x4}{0x3}{0x7}{0xc}{0x3}{0x9}{0xc}{0x3}{0xb}{0xc}{0x3}{0xd}{0xc}{0x3}{0xf}{0xc}{0x3}{0x11}{0xc}{0x3}{0x13}{0x8}{0x3}{0x16}淇,  0x3bd91
モラル：{0x4}　勇気をふるいおこさせ、勇敢に{0x4}　戦えるようになる。{0xf}{0x1}{0x1}{0x2}ヒ゜ース：{0x4}　戦闘意欲を失わせ、攻撃力をに{0x4}　ふ゛らせる。{0xf}{0x1}{0x1}{0x2}レシ゛スタンス：{0x4}　肉体と精神を活性化させ、抵抗{0x4}　力を上け゛る。{0xf}{0x1}{0x1}{0x2}ララハ゛イ：{0x4}　聴く者を眠りに落す。{0x4}　４ラウント゛続ける必要か゛ある。{0xf}{0x1}{0x1}{0x2}シンク゛：{0x4}　歌をうたわせ、魔法を使えなく{0x4}　する。{0xf}{0x1}{0x1}{0x2}タ゛ンス：{0x4}　おと゛りをおと゛らせ、神聖魔法と{0x4}　コモンルーン以外の魔法を使え{0x4}　なくする。{0xf}{0x1}{0x1}{0x2}レクイエム：{0x4}　アンテ゛ット゛の敵意を弱める。{0x4}　４ラウント゛続ける必要か゛ある。{0xf}{0x0}{0x1}{0x7}{0xc}{0x1}{0x1}{0x2}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0x1c}{0x15}{0x9}{0x2}{0x7}{0x4}{0x4}{0x0}{0x1}{0x0}{0x2}キャラクター登録{0x1}{0x1}{0x2}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x1}{0x4}／＋{0x6}{0x1e}{0x0}{0x1}{0x4}{0x6}{0x1e}{0x0}{0x2}{0x1}{0x3}{0x13}{0xc}{0x6}{0x1e}{0x0}{0x2}{0x1}{0xe}{0x1}{0x3}{0x2}{0xc}器用度{0x4}敏捷度{0x4}知力{0x4}筋力{0x4}生命力{0x4}精神力{0x4}所持金{0x4}{0x3}{0xe}{0xc}経験点{0x3}{0x16}{0x7}登録する{0x4}作り直す{0xf}　男性{0x4}{0xf}　女性{0x4}{0xf}{0x1}{0x2}{0x4}{0x15}{0x7}{0x8}{0x15}{0x9}{0x0}{0x3}{0x10}{0x1}{0x1}{0x0}{0x0}{0x0}{0x0}{0x1}{0x3}{0x2}{0x9}{0x10}{0x8}{0xc}{0x1}{0xf}{0xa}{0x10}{0xe}{0x8}{0xc}{0x10}{0xf}{0x10}{0x10}{0xa}{0x0}{0xb}{0x0}{0xc}{0x0}{0xd}{0x0}{0xe}{0x0}{0xf}{0x0}{0x12}{0x0}{0x13}{0x0}{0x14}{0x0}{0x15}{0x0}{0x16}{0x0}{0x17}{0x0}{0x18}{0x0}{0x19}{0x0}{0x1a}{0x0}{0x0}{0x0}{0x1}{0x2}{0x4}{0x2}{0x8}{0x2}{0x1}{0x2}{0x1}{0x2}{0x4}{0x2}{0x0}{0x1}{0x4}{0x7}{0x1a}{0x4}{0x3}{0x0}{0x0}{0x1}{0x1}{0x2}{0x8}{0x1}{0x6}{0x1e}{0x6}{0x1}{0x0}{0x2}ミューシ゛ック・モート゛{0xf}{0x1}{0x1}{0x0}{0x0}{0x0},  0x3c11e
崢禿愼狷芝頁{0x0}愬{0x0},  0x3c1b5
簀鯒{0x0},  0x3c1e2
槌００　ＦＩＮＥ　ＦＬＯＷＥＲ{0xf}０１　ＭＡＩＮ　ＴＨＥＭＥ{0xf}０２　ＩＮＴＥＬＬＩＧＥＮＣＥ{0xf}０３　ＣＯＷＡＲＤＬＹ　ＴＨＩＥＦ{0xf}０４　ＧＯＤＤＥＳＳ{0xf}０５　ＳＨＯＰＰＩＮＧ{0xf}０６　ＴＨＥＭＥ　２{0xf}０７　ＣＵＲＳＥＤ　ＬＩＦＥ{0xf}０８　ＳＩＬＥＮＴ　ＣＡＶＥＲＮ{0xf}０９　ＤＡＲＫＮＥＳＳ{0xf}１０　ＰＩＥＲＲＯＴ{0xf}１１　ＭＡＤ　ＳＣＩＥＮＣＥ{0xf}１２　ＰＥＡＣＥ{0xf}１３　ＴＥＮＤＥＲ　ＨＥＡＲＴ{0xf}１４　ＴＲＥＭＢＬＥ　ＭＩＮＤ{0xf}１５　ＦＡＤＥＤ　ＬＥＧＥＮＤ{0xf}１６　ＥＪＥＣＴＥＤ　ＰＥＯＰＬＥ{0xf}１７　ＨＩＤＤＥＮ　ＡＮＳＷＥＲ{0xf}１８　ＬＡＢＯＲＡＴＯＲＹ{0xf}１９　ＤＡＲＫ　ＡＧＥＳ{0xf}２０　ＣＡＲＮＩＶＡＬ{0xf}２１　ＬＩＦＥ　ＣＡＶＥＲＮ{0xf}２２　ＡＮＣＩＥＮＴ　ＲＯＡＤ{0xf}２３　ＫＩＬＬＥＲ　ＭＡＣＨＩＮＥ{0xf}２４　ＥＴＥＲＮＡＬ　ＤＥＡＴＨ{0xf}２５　ＬＯＳＴ　ＷＯＲＬＤ{0xf}２６　ＦＩＧＨＴＥＲ{0xf}２７　ＢＬＯＯＤ　ＷＡＲ{0xf}２８　ＰＯＷＥＲ{0xf}２９　ＢＩＧ　ＥＮＥＭＹ{0xf}３０　ＦＩＮＡＬ　ＢＡＴＴＬＥ{0xf}３１　{0xf}３２　{0xf}３３　{0xf}３４　{0xf}３５　{0xf}３６　{0xf}３７　{0xf}３８　{0xf}３９　{0xf}４０　{0xf}４１　{0xf}４２　{0xf}４３　{0xf}４４　{0xf}４５　{0xf}４６　{0xf}４７　{0xf}４８　{0xf}４９　{0xf}５０　{0xf}５１　{0xf}５２　{0xf}５３　{0xf}５４　{0xf}５５　{0xf}５６　{0xf}５７　{0xf}５８　{0xf}５９　{0xf}６０　ロート゛ランナーも買ってね{0xf}６１　ハ゜ラルラント゛{0xf}６２　シ゛ャスティーのテーマ{0xf}６３　リハ゛ティーのテーマ{0xf}{0x8}仰,  0x3c6b2
威威廈仰愧{0x1f}愆{0x1f}惻{0x1f}怱{0x1f},  0x3c6fe
号恫{0x1f},  0x3c707
忽混{0x1f}艮{0x1f},  0x3c717
規項仰獅鴻{0x1f}{0x1f}{0x1d},  0x3c744
闊轄{0x1f},  0x3c759
項仰香獅{0x1f}鴻{0x1f},  0x3c77e
項仰壁混轄,  0x3c7ba
紺規項規項仰獅鴻{0x1f}{0x1f}{0x1d},  0x3c81a
闊轄{0x1f},  0x3c82f
項仰香獅{0x1f}鴻{0x1f},  0x3c854
項仰艮轄,  0x3c890
些規項規獅{0x1f}香{0x1f},  0x3c8c1
項規項規香{0x1f},  0x3c8eb
項規香項規項規香{0x1f},  0x3c942
項規香{0x1f},  0x3c956
項規香{0x1f},  0x3c96a
項規香{0x1f},  0x3c97e
項香露{0x1a},  0x3c9b7
項氏吃香項氏氏項戟闊香項氏稀敕敍敘稀般揶攝{0x1f},  0x3cabe
芹嵳芹威威,  0x3cae7
廈号私瓦{0x0},  0x3cb2b
紙腰忽芹,  0x3cb74
闊額額慷霾,  0x3cbc2
劈岶忽慷廖廝,  0x3cc35
坑喉后露吃坑喉后,  0x3cca8
廖廝,  0x3ccb6
后鸛喉坑{0x1f}垢{0x1f}后,  0x3ccf6
廖喉坑{0x1f}垢{0x1f}后,  0x3cd1c
廖后高鴻香廖,  0x3cd4a
垢坑喉后,  0x3cd60
廖喉坑垢后,  0x3cd92
喉坑垢廖,  0x3cdaf
項香規混艮愆{0x1f}{0xc},  0x3ce5d
皸揶攝{0x1f},  0x3ce88
佐吃左{0x1f}雫{0x1f},  0x3ceaa
吃沙{0x1f}執{0x1f},  0x3cebc
吃沙{0x1f}執{0x1f},  0x3ced8
劈岶坐{0x1f}瑳{0x1f}{0x18}{0x1f}忽{0x1f},  0x3cf1f
絃吃裟{0x1f},  0x3cf62
芹威威瑳{0x1f}湿{0x1f}吃裟{0x1f},  0x3cf91
坐号佐騾瑳詐坐亀芹威威{0xa}{0xa}{0xa}{0xa},  0x3d04f
吃韋吃侑頏吃{0x1a},  0x3d0ca
瓦芹威芹威給倪倪轄操娠{0xf}{0x0}{0x0}{0x13}歙{0xf}{0x0}{0x0}ム{0x1}{0x4}{0x0}{0x2}{0x2}、{0x2}{0x2}イ{0x2}Д{0x2}{0x2}{0x2}{0x2}{0x2}迂{0x2}開{0x2}規{0x2}鍬{0x2}庚{0x2}晒{0x2}衆{0x2}娠{0x2}漸{0x2}坦{0x2}鉄{0x2}乃{0x2}俵{0xf}{0x0}{0x2}{0x11}{0xf}{0x0}{0x0}{0x1}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0},  0x40097
捲服枹,  0x400bd
槁槃枹,  0x400dd
苙迸,  0x400fb
橙枹,  0x4011b
殱険殱,  0x4015d
険殱,  0x4017d
険櫂殱,  0x4019d
険櫺欹殱,  0x401bd
険歿殱,  0x401db
殯殱,  0x401fb
毫殱,  0x4021b
留─董殱,  0x4023d
湍曄殱,  0x402bd
険櫞{0x1a}殱,  0x402dd
険蘖殱,  0x402fd
険盜殱,  0x4031d
険歔殱,  0x4033d
険殄,  0x4035b
留蔓棧棣殱,  0x403fd
険洌{0x1a}殱,  0x4041d
険涕殱,  0x4043d
険淦殱,  0x4045d
険淅殱,  0x4047d
険湮,  0x4049b
癶殱険殱険殱険殱険殱険留殕,  0x405f9
味槓殱険渙,  0x406b9
殱険湍,  0x406d9
殱険游,  0x406f9
殱険溯,  0x40719
殱険溟,  0x40739
殱険殱険殱険殱険檳,  0x40839
殱険櫻,  0x40859
欸留梏殱険沛,  0x40919
殱険泓,  0x40939
殱険沺,  0x40959
殱険洫,  0x40979
殱険浣,  0x40999
槫殱険溏,  0x40a39
殱険滸,  0x40a59
殱険殱険殱険留留完聴,  0x40b1d
丱椒,  0x40b5b
譽鬟,  0x40bbb
留留弗丶,  0x40c7d
留筅留网讀,  0x40cfb
留留険留翁留衍,  0x40dd8
留留即留┤奨,  0x4101d
勞悸,  0x4103b
留→留勢蜜,  0x410fb
留留昆姓,  0x4117b
乘岔,  0x411bb
留留罠留留留穐,  0x412fb
留征蓑,  0x4131b
棯留蟐留留┃洵,  0x4145a
留留汐速,  0x414fb
勳洳,  0x4151a
留螫留留些粒{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0},  0x416aa
留留少蟄留擺留悵留留莪留留雋留亠留留留盖魑留盖留ざ閥{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0}{0x0},  0x41baa
嵯愀,  0x41bfa
留楔楔楔楔莟莟莟∈椋匣,  0x41dbb
盖悵留─董殱,  0x41e3d
Ａニ{0x1}{0x1c}{0x1d}々{0x9}{0x1}{0x4},  0x42c2f
ソ８按掠冖{0xb},  0x43018
掠冖,  0x43023
掠冖{0x0}{0x0}{0x13}衆{0x1}{0x8}{0x0}{0x2}衆{0x2}娠{0x2}漸{0x2}坦{0x2}鉄{0x2}乃{0x2}俵{0x2}坊{0x2}邑{0x2}蝋{0x2}兀{0x2}啝{0x2}媼{0x2}彌{0x2}拆{0x2}杰{0xf}{0x0}{0x0}{0x13}歙{0x1}{0x8}{0x0}{0x2}歙{0x2}杰{0x2}拆{0x2}彌{0x2}媼{0x2}啝{0x2}兀{0x2}蝋{0x2}邑{0x2}坊{0x2}俵{0x2}乃{0x2}鉄{0x2}坦{0x2}漸{0x2}娠{0x2}衆{0x2}晒{0x2}庚{0x2}鍬{0x2}規{0x2}開{0x2}迂{0x2}{0x2}{0x2}{0x2}{0x2}Д{0x2}イ{0x2}{0x2}、{0x0}{0x0}{0x0}{0xf}{0x17}{0xf}{0x1}{0x16}{0x3}{0x1}{0x13}{0x0}{0xe}{0x1}{0x1},  0x43115
ー園狡威狡威＝,  0x438d3
芦ＬＬ何もないよう{0x15}た゛{0x16}た゛わ{0x17}て゛す{0x18}し゛ゃ{0x14}。{0xd}{0xf},  0x43928
逗艪窒,  0x43989
鍵や祭{0x5},  0x439a6
せ閧,  0x439bf
艪窒,  0x439d7
誰か゛調へ゛ますか？{0xf}{0x0}{0x0}{0x2}{0x2}{0x1}{0x1}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x4}{0x5}{0x2}{0xf}は調へ゛られません！{0x5}{0x0}{0xf},  0x43a2b
稀ｐ吃で燬脉”坤{0x0}今{0x0}{0x13}烽,  0x43b57
”叫,  0x43b68
梳韋霓{0x0}{0x0}{0x0}{0x0},  0x43ba9
唐韋韋閠,  0x43bd9
貊唖渥挨芋芋閉芋か威心,  0x43cab
閉ワナを解除しますか？{0xf},  0x43cfe
芋←蹟緬,  0x43d1b
反か威食{0x18},  0x43d4d
閉←{0x0}蹟緬淆,  0x43d69
鍵を開けますか？{0xf},  0x43db9
か威茜蹟,  0x43df2
´箱を開けますか？{0xf},  0x43e39
芋茜操ぶ{0x0},  0x43e87
薹詐{0x1e},  0x43e90
藕裟{0x1e}у,  0x43e9d
混逗項檻櫂淞淨,  0x43f0f
淅Ｅ艪,  0x43f20
騾園淞淨,  0x43f84
淅檻櫂檻櫂懆懋{0xa}懍{0xa}懣{0xa}叫,  0x43fd8
梳韋霓{0x0}{0x0}{0x0}{0x0},  0x44004
芋∬韋韆閠,  0x4402c
〔束〔,  0x4405b
〔鍵か゛かかってい{0x15}{0x18}るそ゛{0x16}るわ{0x17}ます{0x14}。{0xd}{0xf}{0x1}{0x0}{0x2}{0xe}{0x2}{0x14}鍵か゛開{0x15}{0x18}いたそ゛{0x16}いたわ{0x17}きました{0x14}。{0xd}{0xf}{0x1}{0x0}{0x2}{0xe}{0x2}{0x14}気をつけ{0x15}{0x18}ろ{0x16}{0x17}て{0x14}！{0x4}ワナか゛しかけてあ{0x15}{0x18}るそ゛{0x16}るわ{0x17}ります{0x14}。{0xd}{0xf}{0x1}{0x0}{0x2}{0xe}{0x2}{0x14}ワナはないと思{0x15}{0x18}う{0x16}うわ{0x17}います{0x14}。{0xd}{0xf}{0x1}{0x0}{0x2}{0xe}{0x2}{0x14}ワナを解除し{0x15}{0x18}たそ゛{0x16}たわ{0x17}ました{0x14}。{0xd}{0xf}{0x1}{0x0}{0x2}{0xe}{0x2}しまった！{0xd}{0xf}{0x1}{0x0}{0x2}{0xe}{0x2}{0x14}箱の中はからっほ゜{0x15}た゛{0x18}し゛ゃ{0x16}た゛わ{0x17}て゛す{0x14}。{0xd}{0xf}{0x1}{0x0}{0x2}{0xe}{0x2}{0x14}あきらめ{0x15}{0x18}よう{0x16}{0x17}ましょう{0x14}。{0xd}{0xf}{0x1}{0x0}{0x2}{0xe}{0x2}{0x15}{0x18}すまん{0x16}こ゛めん{0x17}すみません{0x14}、{0x4}開{0x15}{0x18}かなかった{0x16}かなかったわ{0x17}きませんて゛した{0x14}。{0xd}{0xf},  0x4422e
蹟チ蹟チ膏荒衡忻{0x1e},  0x442ac
昧逗宿逗,  0x442d1
宿窶,  0x442e0
膏ｅ荒は{0x1e}{0x6},  0x4430f
荒衡忻{0x1e},  0x4431e
昧逗か威ワナを解除しますか？{0xf},  0x44381
閉蹟凍Ｌ悸ｆ,  0x443e8
迴惠{0x1e}{0x13}陪陪,  0x44401
睇宿{0x0}{0x0}{0x0},  0x44420
中陪陪,  0x44445
中陪陪,  0x4445e
叫梳韋霓{0x0}{0x0}{0x0}{0x0},  0x444d8
唐韋韋閠,  0x44507
悪嗅{0x2}{0x1}縺奬談{0x2}{0x1}{0x2}壙壹√⊥,  0x445da
喘壹⊥嗅{0x1}壙喞{0x2}{0x2},  0x445fb
縺壙壙壹…{0x2}喞{0x2},  0x44635
壙喞翆壙談{0x2}{0x2}{0x2}紬紬紬喞{0x2}{0x1},  0x44672
壹縺縺繧{0x1}{0x1}{0x2}{0x2}{0x2}壙喞{0x2}壙{0x2}{0x2}售{0x2}{0x1}{0x1},  0x446b5
喞壹⊥団{0x2},  0x446c5
苔靄飜依,  0x44744
禝昔斫墺衲べ叮否袤∂蚶袤{0x1b}謇賣趾澹瘧粨穩{0x8}{0x9}蔔{0x1e}臑荳莎{0x6}轌醪{0x4}雜頌,  0x4488a
鴣癒齪{0x11}跋廷{0x4}希{0x14},  0x448c8
ｐ９ざ３おＩ葵{0x5}{0x3},  0x44b97
